,Number Of People,Iteration,Runtime,With/Without
3237,2,619,16,Without Preliminary Noise Reduction
3238,2,620,11,With Preliminary Noise Reduction
3239,2,620,23,Without Preliminary Noise Reduction
3240,2,621,7,With Preliminary Noise Reduction
3241,2,621,17,Without Preliminary Noise Reduction
3242,2,622,11,With Preliminary Noise Reduction
3243,2,622,22,Without Preliminary Noise Reduction
3244,2,623,18,With Preliminary Noise Reduction
3245,2,623,18,Without Preliminary Noise Reduction
3246,2,624,12,With Preliminary Noise Reduction
3247,2,624,16,Without Preliminary Noise Reduction
3248,2,625,11,With Preliminary Noise Reduction
3249,2,625,17,Without Preliminary Noise Reduction
3250,2,626,12,With Preliminary Noise Reduction
3251,2,626,19,Without Preliminary Noise Reduction
3252,2,627,5,With Preliminary Noise Reduction
3253,2,627,17,Without Preliminary Noise Reduction
3254,2,628,3,With Preliminary Noise Reduction
3255,2,628,21,Without Preliminary Noise Reduction
3256,2,629,4,With Preliminary Noise Reduction
3257,2,629,18,Without Preliminary Noise Reduction
3258,2,630,12,With Preliminary Noise Reduction
3259,2,630,24,Without Preliminary Noise Reduction
3260,2,631,9,With Preliminary Noise Reduction
3261,2,631,24,Without Preliminary Noise Reduction
3262,2,632,14,With Preliminary Noise Reduction
3263,2,632,18,Without Preliminary Noise Reduction
3264,2,633,4,With Preliminary Noise Reduction
3265,2,633,25,Without Preliminary Noise Reduction
3266,2,634,19,With Preliminary Noise Reduction
3267,2,634,25,Without Preliminary Noise Reduction
3268,2,635,11,With Preliminary Noise Reduction
3269,2,635,23,Without Preliminary Noise Reduction
3270,2,636,1,With Preliminary Noise Reduction
3271,2,636,20,Without Preliminary Noise Reduction
3272,2,637,14,With Preliminary Noise Reduction
3273,2,637,25,Without Preliminary Noise Reduction
3274,2,638,6,With Preliminary Noise Reduction
3275,2,638,22,Without Preliminary Noise Reduction
3276,2,639,1,With Preliminary Noise Reduction
3277,2,639,20,Without Preliminary Noise Reduction
3278,2,640,10,With Preliminary Noise Reduction
3279,2,640,19,Without Preliminary Noise Reduction
3280,2,641,4,With Preliminary Noise Reduction
3281,2,641,22,Without Preliminary Noise Reduction
3282,2,642,13,With Preliminary Noise Reduction
3283,2,642,21,Without Preliminary Noise Reduction
3284,2,643,9,With Preliminary Noise Reduction
3285,2,643,23,Without Preliminary Noise Reduction
3286,2,644,6,With Preliminary Noise Reduction
3287,2,644,24,Without Preliminary Noise Reduction
3288,2,645,6,With Preliminary Noise Reduction
3289,2,645,15,Without Preliminary Noise Reduction
3290,2,646,1,With Preliminary Noise Reduction
3291,2,646,16,Without Preliminary Noise Reduction
3292,2,647,15,With Preliminary Noise Reduction
3293,2,647,20,Without Preliminary Noise Reduction
3294,2,648,20,With Preliminary Noise Reduction
3295,2,648,24,Without Preliminary Noise Reduction
3296,2,649,9,With Preliminary Noise Reduction
3297,2,649,17,Without Preliminary Noise Reduction
3298,2,650,8,With Preliminary Noise Reduction
3299,2,650,19,Without Preliminary Noise Reduction
3300,2,651,15,With Preliminary Noise Reduction
3301,2,651,21,Without Preliminary Noise Reduction
3302,2,652,5,With Preliminary Noise Reduction
3303,2,652,15,Without Preliminary Noise Reduction
3304,2,653,5,With Preliminary Noise Reduction
3305,2,653,23,Without Preliminary Noise Reduction
3306,2,654,1,With Preliminary Noise Reduction
3307,2,654,25,Without Preliminary Noise Reduction
3308,2,655,5,With Preliminary Noise Reduction
3309,2,655,23,Without Preliminary Noise Reduction
3310,2,656,19,With Preliminary Noise Reduction
3311,2,656,25,Without Preliminary Noise Reduction
3312,2,657,0,With Preliminary Noise Reduction
3313,2,657,21,Without Preliminary Noise Reduction
3314,2,658,14,With Preliminary Noise Reduction
3315,2,658,23,Without Preliminary Noise Reduction
3316,2,659,5,With Preliminary Noise Reduction
3317,2,659,19,Without Preliminary Noise Reduction
3318,2,660,20,With Preliminary Noise Reduction
3319,2,660,23,Without Preliminary Noise Reduction
3320,2,661,7,With Preliminary Noise Reduction
3321,2,661,22,Without Preliminary Noise Reduction
3322,2,662,2,With Preliminary Noise Reduction
3323,2,662,15,Without Preliminary Noise Reduction
3324,2,663,15,With Preliminary Noise Reduction
3325,2,663,20,Without Preliminary Noise Reduction
3326,2,664,3,With Preliminary Noise Reduction
3327,2,664,20,Without Preliminary Noise Reduction
3328,2,665,10,With Preliminary Noise Reduction
3329,2,665,20,Without Preliminary Noise Reduction
3330,2,666,5,With Preliminary Noise Reduction
3331,2,666,22,Without Preliminary Noise Reduction
3332,2,667,6,With Preliminary Noise Reduction
3333,2,667,15,Without Preliminary Noise Reduction
3334,2,668,6,With Preliminary Noise Reduction
3335,2,668,25,Without Preliminary Noise Reduction
3336,2,669,11,With Preliminary Noise Reduction
3337,2,669,20,Without Preliminary Noise Reduction
3338,2,670,10,With Preliminary Noise Reduction
3339,2,670,15,Without Preliminary Noise Reduction
3340,2,671,5,With Preliminary Noise Reduction
3341,2,671,23,Without Preliminary Noise Reduction
3342,2,672,8,With Preliminary Noise Reduction
3343,2,672,19,Without Preliminary Noise Reduction
3344,2,673,9,With Preliminary Noise Reduction
3345,2,673,16,Without Preliminary Noise Reduction
3346,2,674,7,With Preliminary Noise Reduction
3347,2,674,17,Without Preliminary Noise Reduction
3348,2,675,10,With Preliminary Noise Reduction
3349,2,675,18,Without Preliminary Noise Reduction
3350,2,676,20,With Preliminary Noise Reduction
3351,2,676,17,Without Preliminary Noise Reduction
3352,2,677,15,With Preliminary Noise Reduction
3353,2,677,21,Without Preliminary Noise Reduction
3354,2,678,2,With Preliminary Noise Reduction
3355,2,678,17,Without Preliminary Noise Reduction
3356,2,679,8,With Preliminary Noise Reduction
3357,2,679,16,Without Preliminary Noise Reduction
3358,2,680,11,With Preliminary Noise Reduction
3359,2,680,24,Without Preliminary Noise Reduction
3360,2,681,6,With Preliminary Noise Reduction
3361,2,681,17,Without Preliminary Noise Reduction
3362,2,682,6,With Preliminary Noise Reduction
3363,2,682,23,Without Preliminary Noise Reduction
3364,2,683,19,With Preliminary Noise Reduction
3365,2,683,22,Without Preliminary Noise Reduction
3366,2,684,6,With Preliminary Noise Reduction
3367,2,684,18,Without Preliminary Noise Reduction
3368,2,685,17,With Preliminary Noise Reduction
3369,2,685,16,Without Preliminary Noise Reduction
3370,2,686,14,With Preliminary Noise Reduction
3371,2,686,18,Without Preliminary Noise Reduction
3372,2,687,6,With Preliminary Noise Reduction
3373,2,687,18,Without Preliminary Noise Reduction
3374,2,688,3,With Preliminary Noise Reduction
3375,2,688,17,Without Preliminary Noise Reduction
3376,2,689,20,With Preliminary Noise Reduction
3377,2,689,17,Without Preliminary Noise Reduction
3378,2,690,14,With Preliminary Noise Reduction
3379,2,690,24,Without Preliminary Noise Reduction
3380,2,691,10,With Preliminary Noise Reduction
3381,2,691,22,Without Preliminary Noise Reduction
3382,2,692,16,With Preliminary Noise Reduction
3383,2,692,16,Without Preliminary Noise Reduction
3384,2,693,14,With Preliminary Noise Reduction
3385,2,693,17,Without Preliminary Noise Reduction
3386,2,694,20,With Preliminary Noise Reduction
3387,2,694,16,Without Preliminary Noise Reduction
3388,2,695,19,With Preliminary Noise Reduction
3389,2,695,21,Without Preliminary Noise Reduction
3390,2,696,7,With Preliminary Noise Reduction
3391,2,696,23,Without Preliminary Noise Reduction
3392,2,697,1,With Preliminary Noise Reduction
3393,2,697,24,Without Preliminary Noise Reduction
3394,2,698,2,With Preliminary Noise Reduction
3395,2,698,25,Without Preliminary Noise Reduction
3396,2,699,4,With Preliminary Noise Reduction
3397,2,699,20,Without Preliminary Noise Reduction
3398,2,700,3,With Preliminary Noise Reduction
3399,2,700,19,Without Preliminary Noise Reduction
3400,2,701,7,With Preliminary Noise Reduction
3401,2,701,18,Without Preliminary Noise Reduction
3402,2,702,4,With Preliminary Noise Reduction
3403,2,702,18,Without Preliminary Noise Reduction
3404,2,703,9,With Preliminary Noise Reduction
3405,2,703,18,Without Preliminary Noise Reduction
3406,2,704,3,With Preliminary Noise Reduction
3407,2,704,25,Without Preliminary Noise Reduction
3408,2,705,10,With Preliminary Noise Reduction
3409,2,705,20,Without Preliminary Noise Reduction
3410,2,706,19,With Preliminary Noise Reduction
3411,2,706,17,Without Preliminary Noise Reduction
3412,2,707,7,With Preliminary Noise Reduction
3413,2,707,18,Without Preliminary Noise Reduction
3414,2,708,5,With Preliminary Noise Reduction
3415,2,708,19,Without Preliminary Noise Reduction
3416,2,709,6,With Preliminary Noise Reduction
3417,2,709,16,Without Preliminary Noise Reduction
3418,2,710,19,With Preliminary Noise Reduction
3419,2,710,25,Without Preliminary Noise Reduction
3420,2,711,3,With Preliminary Noise Reduction
3421,2,711,16,Without Preliminary Noise Reduction
3422,2,712,8,With Preliminary Noise Reduction
3423,2,712,25,Without Preliminary Noise Reduction
3424,2,713,14,With Preliminary Noise Reduction
3425,2,713,21,Without Preliminary Noise Reduction
3426,2,714,4,With Preliminary Noise Reduction
3427,2,714,25,Without Preliminary Noise Reduction
3428,2,715,12,With Preliminary Noise Reduction
3429,2,715,19,Without Preliminary Noise Reduction
3430,2,716,7,With Preliminary Noise Reduction
3431,2,716,24,Without Preliminary Noise Reduction
3432,2,717,4,With Preliminary Noise Reduction
3433,2,717,21,Without Preliminary Noise Reduction
3434,2,718,7,With Preliminary Noise Reduction
3435,2,718,23,Without Preliminary Noise Reduction
3436,2,719,3,With Preliminary Noise Reduction
3437,2,719,25,Without Preliminary Noise Reduction
3438,2,720,19,With Preliminary Noise Reduction
3439,2,720,16,Without Preliminary Noise Reduction
3440,2,721,0,With Preliminary Noise Reduction
3441,2,721,18,Without Preliminary Noise Reduction
3442,2,722,11,With Preliminary Noise Reduction
3443,2,722,24,Without Preliminary Noise Reduction
3444,2,723,20,With Preliminary Noise Reduction
3445,2,723,18,Without Preliminary Noise Reduction
3446,2,724,9,With Preliminary Noise Reduction
3447,2,724,24,Without Preliminary Noise Reduction
3448,2,725,10,With Preliminary Noise Reduction
3449,2,725,22,Without Preliminary Noise Reduction
3450,2,726,15,With Preliminary Noise Reduction
3451,2,726,21,Without Preliminary Noise Reduction
3452,2,727,3,With Preliminary Noise Reduction
3453,2,727,19,Without Preliminary Noise Reduction
3454,2,728,15,With Preliminary Noise Reduction
3455,2,728,19,Without Preliminary Noise Reduction
3456,2,729,7,With Preliminary Noise Reduction
3457,2,729,23,Without Preliminary Noise Reduction
3458,2,730,20,With Preliminary Noise Reduction
3459,2,730,23,Without Preliminary Noise Reduction
3460,2,731,3,With Preliminary Noise Reduction
3461,2,731,18,Without Preliminary Noise Reduction
3462,2,732,1,With Preliminary Noise Reduction
3463,2,732,22,Without Preliminary Noise Reduction
3464,2,733,6,With Preliminary Noise Reduction
3465,2,733,22,Without Preliminary Noise Reduction
3466,2,734,6,With Preliminary Noise Reduction
3467,2,734,23,Without Preliminary Noise Reduction
3468,2,735,19,With Preliminary Noise Reduction
3469,2,735,19,Without Preliminary Noise Reduction
3470,2,736,5,With Preliminary Noise Reduction
3471,2,736,18,Without Preliminary Noise Reduction
3472,2,737,7,With Preliminary Noise Reduction
3473,2,737,21,Without Preliminary Noise Reduction
3474,2,738,17,With Preliminary Noise Reduction
3475,2,738,19,Without Preliminary Noise Reduction
3476,2,739,0,With Preliminary Noise Reduction
3477,2,739,17,Without Preliminary Noise Reduction
3478,2,740,7,With Preliminary Noise Reduction
3479,2,740,23,Without Preliminary Noise Reduction
3480,2,741,11,With Preliminary Noise Reduction
3481,2,741,19,Without Preliminary Noise Reduction
3482,2,742,10,With Preliminary Noise Reduction
3483,2,742,20,Without Preliminary Noise Reduction
3484,2,743,9,With Preliminary Noise Reduction
3485,2,743,15,Without Preliminary Noise Reduction
3486,2,744,6,With Preliminary Noise Reduction
3487,2,744,24,Without Preliminary Noise Reduction
3488,2,745,5,With Preliminary Noise Reduction
3489,2,745,16,Without Preliminary Noise Reduction
3490,2,746,0,With Preliminary Noise Reduction
3491,2,746,23,Without Preliminary Noise Reduction
3492,2,747,12,With Preliminary Noise Reduction
3493,2,747,19,Without Preliminary Noise Reduction
3494,2,748,7,With Preliminary Noise Reduction
3495,2,748,16,Without Preliminary Noise Reduction
3496,2,749,19,With Preliminary Noise Reduction
3497,2,749,16,Without Preliminary Noise Reduction
3498,2,750,13,With Preliminary Noise Reduction
3499,2,750,24,Without Preliminary Noise Reduction
3500,2,751,6,With Preliminary Noise Reduction
3501,2,751,24,Without Preliminary Noise Reduction
3502,2,752,17,With Preliminary Noise Reduction
3503,2,752,16,Without Preliminary Noise Reduction
3504,2,753,1,With Preliminary Noise Reduction
3505,2,753,16,Without Preliminary Noise Reduction
3506,2,754,2,With Preliminary Noise Reduction
3507,2,754,18,Without Preliminary Noise Reduction
3508,2,755,6,With Preliminary Noise Reduction
3509,2,755,20,Without Preliminary Noise Reduction
3510,2,756,16,With Preliminary Noise Reduction
3511,2,756,21,Without Preliminary Noise Reduction
3512,2,757,7,With Preliminary Noise Reduction
3513,2,757,23,Without Preliminary Noise Reduction
3514,2,758,7,With Preliminary Noise Reduction
3515,2,758,17,Without Preliminary Noise Reduction
3516,2,759,11,With Preliminary Noise Reduction
3517,2,759,18,Without Preliminary Noise Reduction
3518,2,760,5,With Preliminary Noise Reduction
3519,2,760,15,Without Preliminary Noise Reduction
3520,2,761,8,With Preliminary Noise Reduction
3521,2,761,20,Without Preliminary Noise Reduction
3522,2,762,4,With Preliminary Noise Reduction
3523,2,762,15,Without Preliminary Noise Reduction
3524,2,763,20,With Preliminary Noise Reduction
3525,2,763,21,Without Preliminary Noise Reduction
3526,2,764,0,With Preliminary Noise Reduction
3527,2,764,23,Without Preliminary Noise Reduction
3528,2,765,1,With Preliminary Noise Reduction
3529,2,765,17,Without Preliminary Noise Reduction
3530,2,766,17,With Preliminary Noise Reduction
3531,2,766,20,Without Preliminary Noise Reduction
3532,2,767,12,With Preliminary Noise Reduction
3533,2,767,19,Without Preliminary Noise Reduction
3534,2,768,13,With Preliminary Noise Reduction
3535,2,768,25,Without Preliminary Noise Reduction
3536,2,769,7,With Preliminary Noise Reduction
3537,2,769,24,Without Preliminary Noise Reduction
3538,2,770,2,With Preliminary Noise Reduction
3539,2,770,16,Without Preliminary Noise Reduction
3540,2,771,14,With Preliminary Noise Reduction
3541,2,771,19,Without Preliminary Noise Reduction
3542,2,772,15,With Preliminary Noise Reduction
3543,2,772,16,Without Preliminary Noise Reduction
3544,2,773,0,With Preliminary Noise Reduction
3545,2,773,20,Without Preliminary Noise Reduction
3546,2,774,12,With Preliminary Noise Reduction
3547,2,774,18,Without Preliminary Noise Reduction
3548,2,775,8,With Preliminary Noise Reduction
3549,2,775,21,Without Preliminary Noise Reduction
3550,2,776,16,With Preliminary Noise Reduction
3551,2,776,19,Without Preliminary Noise Reduction
3552,2,777,16,With Preliminary Noise Reduction
3553,2,777,16,Without Preliminary Noise Reduction
3554,2,778,2,With Preliminary Noise Reduction
3555,2,778,20,Without Preliminary Noise Reduction
3556,2,779,1,With Preliminary Noise Reduction
3557,2,779,20,Without Preliminary Noise Reduction
3558,2,780,6,With Preliminary Noise Reduction
3559,2,780,18,Without Preliminary Noise Reduction
3560,2,781,15,With Preliminary Noise Reduction
3561,2,781,17,Without Preliminary Noise Reduction
3562,2,782,9,With Preliminary Noise Reduction
3563,2,782,15,Without Preliminary Noise Reduction
3564,2,783,9,With Preliminary Noise Reduction
3565,2,783,21,Without Preliminary Noise Reduction
3566,2,784,17,With Preliminary Noise Reduction
3567,2,784,18,Without Preliminary Noise Reduction
3568,2,785,4,With Preliminary Noise Reduction
3569,2,785,15,Without Preliminary Noise Reduction
3570,2,786,5,With Preliminary Noise Reduction
3571,2,786,23,Without Preliminary Noise Reduction
3572,2,787,2,With Preliminary Noise Reduction
3573,2,787,21,Without Preliminary Noise Reduction
3574,2,788,20,With Preliminary Noise Reduction
3575,2,788,19,Without Preliminary Noise Reduction
